Name,Phone,Address,Website,HasWebsite,PitchNote,Rating,Reviews,City
"Seattle Dental Co.","(206) 284-4412","100 W Harrison St Ste 150, Seattle, WA 98119","https://www.seattledentalco.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","802","Seattle"
"Simply Dental","(206) 466-2623","724 Denny Wy, Seattle, WA 98109","http://www.simplydentalseattle.com/","Yes","Website exists but: no SSL.","4.6","640","Seattle"
"Alki Dental","(206) 933-9300","1331 Harbor Ave SW Ste 100, Seattle, WA 98116","https://alkifamilydental.com/","Yes","Website exists but: no chat/AI assistant.","4.7","410","Seattle"
"Dentist Downtown Seattle","(206) 362-9110","2045 Westlake Ave, Seattle, WA 98121","https://dentistdowntownseattle.com/","Yes","Website exists but: no chat/AI assistant.","4.8","321","Seattle"
"Seattle Dental Associates","(206) 343-8774","509 Olive Wy #1538, Seattle, WA 98101","https://www.seattledentalassociates.com/?utm_source=google&utm_medium=local&utm_campaign=gbp","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","177","Seattle"
"Zen Dental Center Family Cosmetic Emergency Implants","(206) 324-1100","310 Harvard Ave E Unit E, Seattle, WA 98102","https://www.zendentalcenterseattle.com/","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.8","144","Seattle"
"Seattle's Capitol Hill Dentist","(206) 283-9278","1830 Broadway Suite 101, Seattle, WA 98122","https://seattlescapitolhilldentist.com/","Yes","Website exists but: no chat/AI assistant.","4.8","185","Seattle"
"Icon Dental Center","(206) 225-2882","2815 2nd Ave #101, Seattle, WA 98121","https://icondentalcenter.com/seattle-dental-office/?utm_source=gmb&utm_medium=organic","Yes","Website exists but: no chat/AI assistant.","4.8","178","Seattle"
"A Dental & Denture","(206) 440-1500","11540 15th Ave NE, Seattle, WA 98125","http://www.dentaldenture.com/","Yes","Website exists but: no online booking, no SSL.","4.9","143","Seattle"
"Smile Ballard","(206) 784-6310","5350 Tallman Ave NW Suite 410 4th Floor, Seattle, WA 98107","https://www.smileballard.com/","Yes","Website exists but: no online booking.","4.8","250","Seattle"
"4th & Seneca Dental","(206) 623-4400","1119 4th Ave, Seattle, WA 98101","https://www.4thandsenecadental.com/","Yes","Website exists but: not mobile-responsive, no chat/AI assistant.","5","799","Seattle"
"32 Pearls Seattle","(206) 322-8862","200 Lake Washington Blvd, Seattle, WA 98122","https://www.32pearls.com/","Yes","Website exists but: no chat/AI assistant.","4.8","298","Seattle"
"Prestige Dental","(206) 682-7942","116 Fairview Ave N #148, Seattle, WA 98109","http://www.prestigedentalslu.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","276","Seattle"
"Best Dentistry","(206) 783-3000","9776 Holman Rd NW #110, Seattle, WA 98117","https://www.thebestdentistry.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","509","Seattle"
"The Denver Dentists","(303) 731-2005","2190 E 17th Ave, Denver, CO 80206","http://www.thedenverdentists.com/","Yes","Website exists but: no SSL.","4.4","629","Denver"
"Icon Dental","(720) 645-2153","1425 Market St Ste. 100, Denver, CO 80202","https://icondentaldenver.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing","Yes","Website exists but: no chat/AI assistant.","4.6","690","Denver"
"Denver Place Dentistry","(303) 529-8530","999 18th St #1300, Denver, CO 80202","https://downtowndenverdentist.com/?utm_source=extnet&utm_medium=yext&y_source=1_NTU4MzQ4MDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.8","344","Denver"
"Emergency Dental of Denver","(303) 529-8411","4200 E 8th Ave #200, Denver, CO 80220","https://emergencydentalofdenver.com/","Yes","Website exists but: no chat/AI assistant.","4.8","2099","Denver"
"Midtown Dental","(720) 780-9321","1800 Vine St, Denver, CO 80206","https://www.midtowndentaldenver.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","493","Denver"
"Vero Dental","(720) 680-1570","300 S Logan St Unit 103, Denver, CO 80209","https://verodentalco.com/","Yes","Website exists but: no chat/AI assistant.","4.8","741","Denver"
"OG Dental","(720) 679-8577","4402 Umatilla St, Denver, CO 80211","https://www.ogdentaldenver.com/?utm_campaign=gmb","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","558","Denver"
"Downtown Denver Dental","(303) 296-1825","1050 17th St b-190, Denver, CO 80265","https://downtowndenverdental.com/?utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant.","4.9","351","Denver"
"1800 Emergency Dentist Denver 24 Hour","(240) 771-8657","1634 N Downing St, Denver, CO 80218","https://1800dentist.com/emergency-dentist-denver-co-527/","Yes","Website exists but: no online booking, no chat/AI assistant.","3.8","19","Denver"
"Denver Family Dental","(303) 839-1396","825 E 18th Ave, Denver, CO 80218","http://www.denverfamilydental.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.6","52","Denver"
"Lodo Dental","(303) 623-5636","1435 Wazee St Ste 102, Denver, CO 80202","http://www.lododental.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","352","Denver"
"Southeast Denver Dental","(303) 757-7175","7995 E Hampden Ave #206, Denver, CO 80231","http://www.sedenverdental.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.8","119","Denver"
"Mountain View Dental Associates","(303) 455-8962","4590 Lowell Blvd, Denver, CO 80211","https://mountainviewdds.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","957","Denver"
"Metropolitan Dental Care","(303) 534-2626","1400 Glenarm Pl #200, Denver, CO 80202","https://metrodentalcare.com/?y_source=1_MjA3ODAwODUxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","1098","Denver"
"Open and Affordable Dental Denver East","(720) 463-2766","9450 E Mississippi Ave # A, Denver, CO 80247","https://www.openandaffordable.com/locations/denver-east-co","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","450","Denver"
"Denver Dream Dentistry","(303) 377-9278","820 Clermont St #310, Denver, CO 80220","https://denverdreamdentistry.com/","Yes","Website exists but: no chat/AI assistant.","5","589","Denver"
"Dental Elements","(303) 309-4093","1781 15th St, Denver, CO 80202","https://dentalelements.com/","Yes","Website exists but: no online booking.","4.9","395","Denver"
"South Shore Dental","(720) 361-2815","1525 N Raleigh St Ste 130, Denver, CO 80204","https://sshoredental.com/?utm_source=GMB+Listing&utm_medium=organic","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","363","Denver"
"New Day Dentistry Denver | Dr. Morgan Greve, DDS","(303) 733-0138","850 E Harvard Ave #375, Denver, CO 80210","https://newdaydentistrycolorado.com/our-locations/denver/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","197","Denver"
"Almeida & Bell Dental Denver - General, Cosmetic, and Implant Dentistry","(720) 738-8833","9126 57th Ave, Denver, CO 80238","https://www.almeidabelldental.com/dentist-denver/?utm_source=GoogleBusinessProfile&utm_medium=Organic&utm_campaign=Website","Yes","Website exists but: no online booking.","5","147","Denver"
"Dentistry of Nashville","(615) 383-3690","2125 Blakemore Ave, Nashville, TN 37212","https://dentistryofnashville.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.8","1056","Nashville"
"Smiles Up Dentistry","(615) 678-8965","1916 Patterson St Ste 712, Nashville, TN 37203","http://nashvillesmilesup.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","1007","Nashville"
"Downtown Dental Nashville","(615) 254-1393","101 Union St N, Nashville, TN 37201","https://www.downtowndentalnashville.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.7","409","Nashville"
"Capitol View Dental","(615) 277-1087","601 11th Ave N, Nashville, TN 37203","https://www.capitolviewdental.com/","Yes","Website exists but: no chat/AI assistant.","5","42","Nashville"
"Nashville Dental Center","(615) 331-2483","3754 Nolensville Pk, Nashville, TN 37211","https://www.nashvilledc.net/","Yes","Website exists but: no chat/AI assistant.","4.6","804","Nashville"
"the family dentist place","(877) 839-8656","1005 Dr DB Todd Jr Blvd, Nashville, TN 37208","","No","No website found — strong opening: offer to build one.","5","9","Nashville"
"Germantown Dental","(615) 742-5578","1324 4th Ave N, Nashville, TN 37208","http://germantown.dental/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.9","386","Nashville"
"Iroquois Dentistry","(615) 298-2040","5115 Harding Pike Ste 101, Nashville, TN 37205","https://www.ifdnashville.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","1407","Nashville"
"Emergency Dental of Nashville","(615) 314-4199","15576 Old Hickory Blvd, Nashville, TN 37211","https://emergencydentalofnashville.com/","Yes","Website exists but: no chat/AI assistant.","4.7","1297","Nashville"
"Gulch Dental Studio","(615) 645-2381","224 11th Ave S, Nashville, TN 37203","https://www.gulchdentalstudio.com/","Yes","Website exists but: no online booking.","4.9","743","Nashville"
"West End Smiles","(855) 925-3858","1800 West End Ave Unit 102, Nashville, TN 37203","http://www.westendsmiles.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.4","47","Nashville"
"Katherine Hall DDS","(615) 777-2600","500 Church St #430, Nashville, TN 37219","http://www.katherinehalldds.com/","Yes","Website exists but: no online booking, no SSL.","4.9","570","Nashville"
"American Dental Center","(615) 256-2321","617 Woodland St, Nashville, TN 37206","","No","No website found — strong opening: offer to build one.","4.6","93","Nashville"
"Berry Hill Dental Group","(615) 784-5104","2641 8th Ave S, Nashville, TN 37204","https://www.berryhilldentalgroup.com/?sc_cid=GBP%3AO%3AGP%3A794%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTU1NzEwNTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.7","347","Nashville"
"Roach Family Dentistry & Associates","(615) 383-7801","3824 Bedford Ave, Nashville, TN 37215","https://www.greenhillsdentist.net/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","1117","Nashville"
"Thomas Nabors, DDS","(629) 265-9219","401 Church St Ste 910, Nashville, TN 37219","https://www.thomasnabors.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","5","606","Nashville"
"Music City Dental: Family, Cosmetic, & Implant Dentistry PLLC","(615) 953-2469","808 Kirkwood Ave, Nashville, TN 37204","https://www.musiccitydental.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","689","Nashville"
"East Nashville Family Dentistry","(615) 610-1680","1214 Gallatin Ave Ste 115, Nashville, TN 37206","https://enfdentistry.com/","Yes","Website exists but: no chat/AI assistant.","4.5","351","Nashville"
"Premier Dental","(615) 837-8855","5511 Edmondson Pike #201, Nashville, TN 37211","http://www.premierdentalofnashville.com/","Yes","Website exists but: no online booking, no SSL.","4.9","257","Nashville"
"Nations Dental Studio","(615) 933-5800","4900 Centennial Blvd Ste 104, Nashville, TN 37209","https://nationsdentalstudio.com/","Yes","Website exists but: no chat/AI assistant.","5","502","Nashville"
"Detroit Dental Spa","(313) 216-4232","2130 Trumbull, Detroit, MI 48216","http://www.detroitdentalspa.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.9","159","Detroit"
"My Detroit Dentist","(313) 483-6260","7411 John R St, Detroit, MI 48202","https://mydetroitdentist.com/?utm_source=GMB&utm_medium=seo&utm_campaign=GBP","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.9","520","Detroit"
"Detroit Dental Specialists","(313) 863-2800","14351 Livernois, Detroit, MI 48238","http://www.detroitdentalnow.com/","Yes","Website exists but: no SSL.","4.4","1465","Detroit"
"Great Expressions Dental Centers- Detroit Midtown","(313) 202-9398","3670 Woodward Ave #101b, Detroit, MI 48201","https://www.greatexpressions.com/dental-offices/dentist-in-detroit-michigan-woodward-ave/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.7","539","Detroit"
"Detroit Dental Specialists","(313) 342-1997","20720 Plymouth Rd, Detroit, MI 48228","https://detroitdentalnow.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.7","628","Detroit"
"Great Expressions Dental Centers - Detroit Ren Cen","(313) 202-9410","600 Renaissance Center Ste R610, Detroit, MI 48243","https://www.greatexpressions.com/dental-offices/dentist-in-detroit-michigan-renaissance-center/","Yes","Website exists but: no chat/AI assistant.","4.9","848","Detroit"
"DiPilla Dentistry of Detroit","(313) 246-8288","1 Woodward Ave #1625, Detroit, MI 48226","http://www.drdipilla.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","439","Detroit"
"Detroit Dental Specialty Center","(313) 818-0308","430 Mack Ave, Detroit, MI 48201","http://www.detroitdentalspecialtycenter.com/","Yes (unreachable)","Website URL found but didn't load — good opening line.","3.4","17","Detroit"
"ADVANCED DENTISTRY","(313) 749-9000","5831 Vernor Hwy, Detroit, MI 48209","","No","No website found — strong opening: offer to build one.","4.6","10","Detroit"
"Elmwood Park Dental Center PC","(313) 567-6200","1547 E Lafayette St, Detroit, MI 48207","http://elmwoodparkdentalcenter.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.7","83","Detroit"
"Vernor Dental Care","(313) 474-8994","8044 W Vernor Hwy, Detroit, MI 48209","http://www.vernordentalcare.com/?utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","277","Detroit"
"Brushery","(313) 228-6822","2700 Brush St, Detroit, MI 48201","http://www.brusherydetroit.com/","Yes","Website exists but: no SSL.","4.7","137","Detroit"
"Harbortown Dental Care","(313) 259-2410","3374 E Jefferson Ave, Detroit, MI 48207","https://www.harbortowndentalcare.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.8","207","Detroit"
"Detroit Sterling Dental","(313) 882-6635","17200 E Warren Ave A, Detroit, MI 48224","","No","No website found — strong opening: offer to build one.","4.8","278","Detroit"
"Downtown Detroit Dental","(313) 263-0230","645 Griswold St #224, Detroit, MI 48226","","No","No website found — strong opening: offer to build one.","3.8","16","Detroit"
"Campbell Dental & Orthodontics","(313) 921-5516","5705 Vernor Hwy, Detroit, MI 48209","http://campbelldental1.com/?utm_campaign=gmb","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.7","864","Detroit"
"My Community Dental Centers ~ Detroit","(313) 571-2648","5405 Conner St, Detroit, MI 48213","https://www.mydental.org/clinic-location/detroit/?utm_source=GMB&utm_medium=Detroit&utm_campaign=website","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","877","Detroit"
"Destiny Dental - Detroit Grand River","(313) 412-2100","21427 Grand River Ave, Detroit, MI 48219","http://destinydentalcare.com/","Yes","Website exists but: no online booking, no SSL.","3.4","149","Detroit"
"Grand River Family Dentistry","(313) 535-2273","24366 Grand River Ave, Detroit, MI 48219","http://www.grfamilydentistry.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.8","658","Detroit"
"Detroit Dental Specialists","(313) 454-4800","511 West M-102, Highland Park, MI 48203","https://detroitdentalnow.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.7","439","Highland Park"
"Portland Dental","(503) 447-2748","511 SW 10th Ave #1206, Portland, OR 97205","https://www.portlanddentalpc.com/?utm_source=GMB&utm_medium=seo&utm_campaign=GBP","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.9","753","Portland"
"City Dental","(503) 926-8758","511 SW 10th Ave Suite 704, Portland, OR 97205","https://www.portlandcitydental.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","531","Portland"
"1800 Emergency Dentist Portland 24 Hour","(503) 447-2532","4784 SE 17th Ave Ste 215, Portland, OR 97202","https://1800dentist.com/emergency-dentist-portland-or-2230/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.2","19","Portland"
"Portland Modern Dentistry","(503) 406-1108","5175 NE Martin Luther King Jr Blvd Ste 110, Portland, OR 97211","https://www.portlandmoderndentistry.com/?sc_cid=GBP%3AO%3AGP%3A320%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTIwMzA0MzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.6","223","Portland"
"Timber Dental","(503) 765-7355","3500 NE Martin Luther King Jr Blvd, Portland, OR 97212","https://www.timberdental.com/locations/northeast-portland/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","1391","Portland"
"Haven Dental PDX","(503) 287-0072","1744 NE 42nd Ave, Portland, OR 97213","https://www.havendentalpdx.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","283","Portland"
"NE Portland Dental","(503) 284-2893","2100 NE Broadway #205, Portland, OR 97232","http://www.nepdxdental.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.8","78","Portland"
"Laurelhurst Dentistry - Portland","(503) 822-0117","2520 E Burnside St, Portland, OR 97214","https://laurelhurstdentistry.com/?utm_source=GMB&utm_medium=seo&utm_campaign=GBP","Yes","Website exists but: no chat/AI assistant.","4.9","1197","Portland"
"Dr. Samuel Seo","(503) 546-9079","511 SW 10th Ave #1101, Portland, OR 97205","https://pdxdentistry.com/samuel-seo-dmd/","Yes","Website exists but: no online booking.","5","4","Portland"
"Downtown Dental Associates","(503) 227-0958","1221 SW Yamhill St #310, Portland, OR 97205","https://portlandor.dental/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant.","4.9","331","Portland"
"Portland Dental","(361) 777-0700","1265 US-181 Frontage, Portland, TX 78374","https://www.portlanddentaltx.com/","Yes","Website exists but: no chat/AI assistant.","4.6","516","Portland"
"Northwest Portland Dental : Portland Dentist","(503) 683-7579","2311 NW Northrup St #101, Portland, OR 97210","http://northwestportlanddental.com/?utm_campaign=gmb","Yes","Website exists but: no chat/AI assistant, no SSL.","4.8","255","Portland"
"Dental Care of Portland","(503) 255-8000","1027 NE 122nd Ave, Portland, OR 97230","http://www.dentalcareofportland.com/","Yes","Website exists but: no SSL.","4.7","290","Portland"
"Portland Dental Smiles","(503) 542-2580","718 SW Alder St #200, Portland, OR 97205","https://www.familydentalcareinc.com/listings/portland-dental-smiles/","Yes","Website exists but: no online booking, no chat/AI assistant.","2.8","33","Portland"
"Timber Dental East Burnside","(503) 831-8685","1200 SE Sandy Blvd, Portland, OR 97214","https://www.timberdental.com/locations/east-burnside-portland/?utm_campaign=gmb","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","947","Portland"
"Laurelwood Dental","(503) 284-3575","2824 NE Wasco St Suite 210, Portland, OR 97232","https://laurelwooddental.com/","Yes","Website exists but: no online booking.","5","703","Portland"
"Timber Dental Downtown","(503) 922-2207","310 SW 4th Ave Ste 100, Portland, OR 97204","https://www.timberdental.com/locations/downtown-portland-dentist/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.6","325","Portland"
"Beaumont Village Dentistry, Kiran Mistry, DDS","(503) 288-7481","4414 NE Fremont St, Portland, OR 97213","https://beaumontvillagedentistry.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","306","Portland"
"Portland Family Dentistry","(503) 284-3588","6439 NE Sandy Blvd, Portland, OR 97213","http://portlandfamilydentistry.com/","Yes","Website exists but: no online booking, no SSL.","4.9","232","Portland"
"Houston Skyline Dental","(713) 226-7050","1220 Quitman St, Houston, TX 77009","https://www.houstonskylinedental.net/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","333","Houston"
"Downtown Houston Dental","(713) 229-8100","910 Louisiana St Ste 190, Houston, TX 77002","http://www.downtownhoustondentist.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","475","Houston"
"Restore Dental At Montrose","(281) 768-8944","1110 W Gray St Ste 220, Houston, TX 77019","https://www.restoredentalmontrose.com/?utm_source=gmb&utm_medium=organic","Yes","Website exists but: no chat/AI assistant.","5","154","Houston"
"Dentist Tree Of The Heights","(281) 849-8858","2105 Yale St Ste 300, Houston, TX 77008","http://www.dentisttreeheights.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.9","722","Houston"
"Cosmetic Dental Texas","(713) 654-7756","2101 Crawford St Ste 103, Houston, TX 77002","https://cosmeticdentaltexas.com/","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.6","234","Houston"
"Houstonian Dental","(713) 597-4015","4101 Greenbriar Dr #155, Houston, TX 77098","https://www.houstoniandental.com/?utm_source=GMB&utm_medium=seo&utm_campaign=GBP","Yes (unreachable)","Website URL found but didn't load — good opening line.","4.7","269","Houston"
"Texas Dental Center","(832) 831-9101","9801 Bissonnet St Ste K, Houston, TX 77036","https://texasdentalcenter.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=LocalBusiness","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","1026","Houston"
"Downtown Dentist","(713) 658-9591","333 Clay St #100, Houston, TX 77002","http://downtowndentist.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","5","80","Houston"
"Bayou City Smiles","(281) 220-8316","888 Westheimer Rd Ste 212, Houston, TX 77006","https://www.bayoucitysmiles.com/locations/montrose/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","357","Houston"
"Memorial Park Dental Spa","(713) 864-3800","6010 Washington Ave Ste d, Houston, TX 77007","https://www.memorialparkdental.com/","Yes","Website exists but: no chat/AI assistant.","4.8","1067","Houston"
"Sapphire Smiles - Dr. Antoun | Leading Cosmetic Dentist in Houston","(832) 409-0400","2522 Yale St #210, Houston, TX 77008","https://www.sapphiresmilesdentistry.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","Yes","Website exists but: no chat/AI assistant.","5","924","Houston"
"Precise Dental of Houston","(713) 812-1712","2550 N Loop W Fwy Ste 110, Houston, TX 77092","http://www.precisedental.net/?utm_campaign=gmb","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.9","199","Houston"
"Houston Dentists at Post Oak","(713) 255-1029","1330 Post Oak Blvd #1300, Houston, TX 77056","https://www.houstondentistsatpostoak.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.9","299","Houston"
"Smiles of Midtown","(713) 523-6848","3600 San Jacinto St, Houston, TX 77004","https://smilesofmidtown.com/?utm_source=gmb","Yes","Website exists but: no online booking, no chat/AI assistant.","5","231","Houston"
"Emergency Dentist in Houston | Midtown","(346) 483-3338","3510 Main St, Houston, TX 77002","https://emergencydentistinhouston.com/","Yes","Website exists but: no chat/AI assistant.","5","1","Houston"
"Dowling Family Dental","(713) 807-8800","3619 Emancipation Ave, Houston, TX 77004","","No","No website found — strong opening: offer to build one.","3.5","35","Houston"
"URBN Dental Implants & Invisalign | Midtown","(346) 815-9997","3510 Main St Ste E, Houston, TX 77002","https://urbndental.com/texas/houston-dental-services/midtown/?utm_campaign=local-listings&utm_term=midtown","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","919","Houston"
"Dentiq Dentistry Houston","(713) 589-6564","1355 W Gray St, Houston, TX 77019","https://www.dentiq.dental/","Yes","Website exists but: no chat/AI assistant.","4.9","1272","Houston"
"Urban Dental","(713) 528-9002","2511 Bagby St, Houston, TX 77006","http://www.urban-dental.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","5","36","Houston"
"The Houston Dentists","(346) 202-3432","4914 Bissonnet St #200, Bellaire, TX 77401","https://www.drfrazar.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing","Yes","Website exists but: no chat/AI assistant.","5","742","Bellaire"
"Whitman Dental Center","(267) 459-2092","2326 S 3rd St, Philadelphia, PA 19148","http://whitmandental.com/","Yes","Website exists but: no chat/AI assistant, no SSL.","4.9","1469","Philadelphia"
"Philadelphia Dental - Broad St","(215) 336-8391","1732 S Broad St, Philadelphia, PA 19145","https://www.philadelphiadental.com/locations/broad","Yes","Website exists but: no chat/AI assistant.","4.8","1357","Philadelphia"
"Philadelphia Dental","(215) 336-8399","1625 Chestnut St Ste 228, Philadelphia, PA 19103","https://www.philadelphiadental.com/locations/liberty-place","Yes","Website exists but: no chat/AI assistant.","4.8","313","Philadelphia"
"Walnut Street Smiles","(215) 564-1025","1601 Walnut St Unit 1025, Philadelphia, PA 19102","https://walnutstreetsmiles.com/our-office-philadelphia-pa/","Yes","Website exists but: no chat/AI assistant.","4.8","334","Philadelphia"
"1800 Emergency Dentist Philadelphia 24 Hour","(267) 552-8714","2501 Oakford St #1, Philadelphia, PA 19146","https://1800dentist.com/dentist-philadelphia-520635/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.7","46","Philadelphia"
"Advanced Dentistry of Center City","(215) 564-1446","1601 Walnut St #600, Philadelphia, PA 19102","https://www.centercityfamilydentist.com/","Yes","Website exists but: no chat/AI assistant.","4.9","337","Philadelphia"
"Center City Emergency Dentist","(215) 223-5555","1429 Walnut St 6th Floor, Philadelphia, PA 19102","https://www.centercityemergencydentists.com/?utm_source=google&utm_medium=organic&utm_campaign=1seo_gmb","Yes","Website exists but: no chat/AI assistant.","4.5","3141","Philadelphia"
"1800 Emergency Dentist Philadelphia 24 Hour","(267) 848-1221","1116 S 22nd St, Philadelphia, PA 19146","https://1800dentist.com/dentist-philadelphia-520635/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.3","6","Philadelphia"
"Dentist Near Me","(215) 392-9178","1603 South St, Philadelphia, PA 19146","https://dentistnearmepllc.com/","Yes","Website exists but: no chat/AI assistant.","4.5","237","Philadelphia"
"Dentistry at 1818 Market Street","(215) 567-2666","1818 Market St #100, Philadelphia, PA 19103","http://www.centercitydentist.com/","Yes","Website exists but: no online booking, no chat/AI assistant, no SSL.","4.7","779","Philadelphia"
"Philadelphia Dentistry","(215) 607-7886","1601 Walnut St #1302, Philadelphia, PA 19102","https://www.phillydentistry.com/?utm_campaign=gmb","Yes","Website exists but: no online booking, no chat/AI assistant.","4.6","1043","Philadelphia"
"Team Dental - Northern Liberties","(215) 515-9533","992 N 2nd St, Philadelphia, PA 19123","https://team-dental.com/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.9","760","Philadelphia"
"1800 Emergency Dentist Philadelphia 24 Hour","(215) 449-8828","4230 Germantown Ave, Philadelphia, PA 19140","https://1800dentist.com/emergency-dentist-philadelphia-520636/","Yes","Website exists but: no online booking, no chat/AI assistant.","4.2","20","Philadelphia"
"Dentistry in Philadelphia","(215) 735-8844","1628 Spruce St, Philadelphia, PA 19103","http://www.dentistryinphiladelphia.com/","Yes","Website exists but: no SSL.","4.9","149","Philadelphia"
"University City Pennsylvania Dental","(215) 921-5508","3508 Market St Ste 256, Philadelphia, PA 19104","https://universitycitypadental.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","1","Philadelphia"
"Pennsylvania Center for Dental Excellence","(215) 969-4400","11905 Bustleton Ave, Philadelphia, PA 19116","https://philadelphiapa.dentist/","Yes","Website looks solid — pitch on speed/animations/AI receptionist instead.","4.8","532","Philadelphia"
"Love Dental","(215) 972-0955","1825 Spring Garden St, Philadelphia, PA 19130","http://www.hoorfardentalgroup.com/","Yes","Website exists but: not mobile-responsive, no online booking, no chat/AI assistant, no SSL.","4.9","340","Philadelphia"
"Center City Dental","(267) 713-3905","1601 Walnut St #720, Philadelphia, PA 19102","https://www.centercitydentists.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP-listing","Yes","Website exists but: no chat/AI assistant.","4.8","669","Philadelphia"
"Rittenhouse Smiles","(215) 732-8080","255 S 17th St #2306, Philadelphia, PA 19103","https://rittenhousesmiles.com/","Yes","Website exists but: no online booking, no chat/AI assistant.","5","489","Philadelphia"
